driver_id,tag,age,salary,education,marital_status,years_experience,num_prev_employers,trip_duration,distance_traveled,risk_zone,high_prob_leave,message,salario_por_km,experiencia_normalizada,salario_por_duracion,is_solo_provider,zona_alta_y_sueldo_bajo
3751648,recursos humanos,27,7794,primaria,viudo,2,0,132,8.330420521674945,alta,0,Me siento frustrado porque mi salario de 7794 pesos no refleja el tiempo y esfuerzo que invierto en viajes largos de 132 minutos en zonas de alta demanda.,935.4947310273444,0.07407407407407407,59.04500723479367,0,0
3554488,operaciones,47,2200,universidad,divorciado,7,3,171,10.44560153255072,baja,0,"Con 7 años de experiencia, es frustrante que mi salario mensual de 2200 pesos no refleje el tiempo y esfuerzo invertido en viajes tan largos.",210.5948037881016,0.14893617021276595,12.865421839638364,0,0
3527373,finanzas,43,2804,primaria,soltero,2,3,113,28.197457506016352,baja,1,"Con un salario de 2804 pesos al mes, no puedo seguir trabajando en estas condiciones, necesito un aumento urgente.",99.43806321327135,0.046511627906976744,24.813939699648675,0,0
3941234,finanzas,56,7581,universidad,soltero,2,0,14,56.56644255938013,alta,1,"Con un salario de 7581 pesos, es frustrante que mi experiencia y nivel educativo no se reflejen en una mejor compensación, considerando que trabajo en una zona alta.",134.01701857109862,0.03571428571428571,541.4613241911293,0,0
3540982,finanzas,46,6488,postgrado,divorciado,14,1,51,44.49431368471125,media,0,"Con mi experiencia y nivel educativo, me parece injusto que mi salario mensual sea de solo 6488 pesos; merezco una compensación acorde a mi trayectoria.",145.81310845392017,0.30434782608695654,127.21319189819808,0,0
3500015,operaciones,58,2563,universidad,casado,31,3,160,60.83732054850391,media,0,"Después de 31 años manejando, es frustrante que mi salario mensual de 2563 pesos no refleje mi experiencia y dedicación.",42.12805312330449,0.5344827586206896,16.01864988343823,1,0
3700396,recursos humanos,55,7279,secundaria,divorciado,6,2,95,88.16631606251052,baja,0,"Me siento frustrado porque con 6 años de experiencia y jornadas largas, mi salario de 7279 pesos no refleja el esfuerzo que pongo en mi trabajo.",82.55893822195061,0.10909090909090909,76.6202461026726,0,0
3885773,operaciones,25,6891,primaria,casado,3,3,53,42.23448483916626,baja,0,"Con el salario que tengo, es difícil mantener a mi familia, a pesar de trabajar duro todos los días.",163.15664485067697,0.12,130.0164147846267,0,0
3468047,operaciones,47,7592,secundaria,casado,6,0,138,23.565581091652227,media,0,"Me siento frustrado porque, con 6 años de experiencia, mi salario de 7592 pesos no refleja el tiempo y esfuerzo que invierto en cada viaje de 138 minutos.",322.1510990700829,0.1276595744680851,55.01409410076739,0,0
3542787,recursos humanos,32,7864,universidad,casado,2,2,146,48.99816716453934,baja,0,"Me siento frustrado porque, con mi nivel educativo y experiencia, mi salario de 7864 pesos no refleja el tiempo y esfuerzo que invierto en cada viaje de 146 minutos.",160.49252375234596,0.0625,53.86264477640564,0,0
3463545,recursos humanos,43,3998,primaria,casado,21,0,122,7.424332463789175,alta,1,"Me siento frustrado porque después de 21 años de experiencia, mi salario de 3998 pesos no refleja el esfuerzo y tiempo que invierto en cada viaje.",538.4270696964599,0.4883720930232558,32.77022319489184,1,1
3664283,recursos humanos,58,5457,postgrado,divorciado,2,0,110,29.199208943369293,alta,0,"Me siento frustrado porque con mi nivel educativo y experiencia, mi salario de 5457 pesos no refleja el esfuerzo y tiempo que dedico a cada viaje.",186.8822243903553,0.034482758620689655,49.60863992145526,0,0
3738880,finanzas,21,6737,universidad,casado,1,4,138,24.71662717603027,baja,0,Me siento frustrado porque mi salario de 6737 pesos no refleja el esfuerzo y tiempo que invierto en cada viaje de 138 minutos.,272.55852481394953,0.047619047619047616,48.81848682255926,0,0
3763003,recursos humanos,45,7791,postgrado,viudo,5,3,132,24.97383388946516,alta,0,"Con mi experiencia y nivel educativo, el salario de 7791 pesos no refleja el esfuerzo y dedicación que pongo en mi trabajo diario.",311.9540267807902,0.1111111111111111,59.022280134241406,0,0
3818452,recursos humanos,53,2197,secundaria,casado,21,2,153,83.69494706333455,baja,0,Estoy frustrado porque mi salario de 2197 pesos no refleja mis 21 años de experiencia y el esfuerzo de recorrer 83.7 km diarios.,26.249777642607736,0.39622641509433965,14.359383272004758,1,0
3501663,operaciones,48,3794,universidad,viudo,19,3,173,2.642195063857759,baja,0,"Con 19 años de experiencia, es frustrante que mi salario no refleje el tiempo y esfuerzo que dedico a recorridos tan cortos.",1435.3840364935588,0.3958333333333333,21.930509072201893,0,0
3687714,recursos humanos,39,4911,universidad,casado,6,3,170,40.35963008766471,alta,0,"Con 6 años de experiencia y un título universitario, mi salario de 4911 pesos no refleja el esfuerzo y tiempo invertido en cada viaje.",121.67798147187334,0.15384615384615385,28.888065364321385,0,0
3723255,operaciones,20,3802,postgrado,soltero,1,0,160,54.60334940892901,alta,1,"Me siento frustrado porque con un salario de 3802 pesos al mes y viajes de 160 minutos en zonas complicadas, es difícil seguir motivado.",69.62815308954656,0.05,23.762351485303217,0,1
3597718,finanzas,35,2623,secundaria,casado,16,1,138,10.217174012784024,baja,0,"Con 16 años de experiencia y un salario de solo 2623 pesos, siento que mi esfuerzo y dedicación no están siendo valorados adecuadamente.",256.69948434214837,0.45714285714285713,19.00710864414026,1,0
3567796,recursos humanos,51,6090,primaria,viudo,8,0,108,70.33542516730436,media,0,Me siento frustrado porque mi salario de 6090 pesos no refleja el esfuerzo y tiempo que dedico a cada viaje de 108 minutos.,86.58387152196234,0.1568627450980392,56.388366774381716,0,0
3454499,operaciones,43,5191,postgrado,divorciado,0,3,84,93.6278644278738,baja,0,"Me siento frustrado porque, a pesar de tener un postgrado, mi salario de 5191 pesos no refleja mi nivel educativo ni el tiempo que paso en la carretera.",55.442304376113015,0.0,61.79688337043606,0,0
3634423,finanzas,39,2253,primaria,divorciado,2,0,108,97.39271983877642,baja,0,"Con un salario de 2253 pesos al mes, es difícil llegar a fin de mes, considerando las largas horas y distancias que manejo.",23.132908402405928,0.05128205128205128,20.860917954463385,0,0
3733501,recursos humanos,37,5777,primaria,divorciado,2,4,178,18.416600015057192,media,0,Me siento frustrado porque mi salario de 5777 pesos no refleja el tiempo y esfuerzo que invierto en viajes largos de 178 minutos.,313.6673613976332,0.05405405405405406,32.45487384902332,0,0
3803556,finanzas,39,3527,postgrado,soltero,7,2,154,31.49801839338653,baja,0,"Con 39 años y un postgrado, ganar solo 3527 pesos al mes es frustrante, considerando mi experiencia y dedicación.",111.9717432445616,0.1794871794871795,22.902448685398145,0,0
3557450,operaciones,41,5446,universidad,casado,21,4,60,89.31260896253421,baja,0,"Con 21 años de experiencia, me frustra que mi salario de 5446 pesos no refleje mi dedicación y esfuerzo diario.",60.97614980808265,0.5121951219512195,90.76515391410143,0,0
3499377,finanzas,40,6893,universidad,casado,0,3,120,49.75925168806753,alta,0,"Con un salario de 6893 pesos y trabajando en una zona alta, siento que mi esfuerzo y educación universitaria no están siendo valorados adecuadamente.",138.52421895311548,0.0,57.44118799010008,0,0
3621836,recursos humanos,38,6642,secundaria,soltero,16,0,167,95.43892912325614,baja,0,"Me siento frustrado porque después de 16 años de experiencia, mi salario de 6642 pesos no refleja el esfuerzo y tiempo que dedico a cada viaje.",69.5935135431856,0.42105263157894735,39.772216932832734,0,0
3628274,recursos humanos,56,4327,postgrado,soltero,28,0,55,96.69882708532327,alta,0,"Con 28 años de experiencia y un postgrado, mi salario de 4327 pesos es insultante.",44.7467191040793,0.5,78.67129688551118,0,0
3897456,recursos humanos,40,4975,universidad,casado,0,2,137,37.89599984231088,alta,0,"Me siento frustrado porque, a pesar de mi educación universitaria y largas jornadas de trabajo, mi salario de 4975 pesos no refleja el esfuerzo y tiempo invertido en cada viaje.",131.27688262134038,0.0,36.313603550339046,0,0
3866309,finanzas,22,3895,primaria,soltero,1,1,41,67.44320816558101,baja,0,"Me gustaría que revisaran mi salario, ya que 3895 pesos al mes no es suficiente para cubrir mis necesidades básicas.",57.75143790609059,0.045454545454545456,94.99768298334187,0,0
3506958,recursos humanos,46,4537,primaria,casado,1,1,26,85.01830969754276,alta,0,"Me siento frustrado porque con un salario de 4537 pesos es difícil mantener a mi familia, a pesar de trabajar en una zona alta y recorrer largas distancias.",53.36434765396747,0.021739130434782608,174.49328871966463,0,0
3659141,operaciones,58,7596,postgrado,casado,25,2,59,86.84015953943026,media,0,"Con 25 años de experiencia y un postgrado, mi salario de 7596 pesos no refleja mi dedicación y esfuerzo diario.",87.47004347116108,0.43103448275862066,128.74358061727767,0,0
3930761,operaciones,26,6131,postgrado,casado,4,3,74,8.02315078299284,baja,0,"Estoy frustrado porque con mi nivel de educación y experiencia, el salario de 6131 pesos no refleja mi dedicación y esfuerzo diario.",764.0683937538455,0.15384615384615385,82.85023175362494,0,0
3919645,operaciones,31,3166,secundaria,divorciado,11,1,75,44.40893817879061,media,0,"Me gustaría que revisaran el salario, porque después de 11 años de experiencia y largas jornadas, 3166 pesos no alcanzan para vivir dignamente.",71.2903491838686,0.3548387096774194,42.212770496393375,0,0
3568834,operaciones,44,5769,universidad,viudo,21,1,67,4.019524743965894,baja,0,"Con 21 años de experiencia, es frustrante que mi salario mensual de 5769 pesos no refleje mi dedicación y esfuerzo diario.",1434.8873262521918,0.4772727272727273,86.10319248966432,0,0
3839957,recursos humanos,34,7173,primaria,casado,10,3,110,52.70208274542564,alta,0,Me siento frustrado porque mi salario de 7173 pesos no refleja los 10 años de experiencia y el riesgo de trabajar en una zona alta.,136.1020954817407,0.29411764705882354,65.20849810456268,0,0
3453051,finanzas,24,7222,universidad,soltero,3,4,125,41.72403660061118,baja,0,"Me parece injusto que con mi experiencia y nivel educativo, mi salario mensual sea de solo 7222 pesos.",173.08552821962567,0.125,57.77553779569763,0,0
3653687,operaciones,35,6364,secundaria,casado,9,2,154,40.48326924303466,alta,0,Me siento frustrado porque llevo 9 años manejando en zonas complicadas y mi salario de 6364 pesos no refleja el esfuerzo y la experiencia que tengo.,157.19685989132506,0.2571428571428571,41.32440698437023,0,0
3553481,finanzas,45,2740,primaria,casado,25,4,71,83.76203193070837,alta,1,"Con 25 años manejando, mi salario de 2740 pesos no alcanza para mantener a mi familia; merezco una paga justa por mi experiencia y dedicación.",32.711327859605426,0.5555555555555556,38.59100576048225,1,1
3524740,finanzas,20,3081,universidad,soltero,1,0,43,24.73894855658292,baja,0,"Con un salario de 3081 pesos al mes, apenas me alcanza para cubrir mis gastos básicos; ¿podrían revisar esta situación?",124.53542467776042,0.05,71.64949652333667,0,0
3470056,finanzas,59,6992,universidad,viudo,15,4,78,61.56035387720088,alta,0,"Con 15 años de experiencia y un título universitario, mi salario de 6992 pesos no refleja el esfuerzo y la responsabilidad que implica trabajar en una zona alta.",113.57774902006294,0.2542372881355932,89.63987641184087,0,0
3666139,operaciones,45,3679,secundaria,viudo,18,4,95,2.424955374345831,alta,1,"Con 18 años de experiencia, es frustrante que mi salario de 3679 pesos no refleje el esfuerzo de trabajar en una zona alta con viajes tan cortos.",1516.5159420923223,0.4,38.72590814833528,0,1
3897556,recursos humanos,49,7869,postgrado,casado,29,3,153,10.685581904449146,alta,0,"Con 29 años de experiencia y un postgrado, mi salario de 7869 pesos no refleja mi dedicación y esfuerzo diario.",736.3439564079791,0.5918367346938775,51.43103639845491,0,0
3806902,finanzas,55,7408,postgrado,divorciado,29,4,32,5.757833495506339,media,0,"Con 29 años de experiencia y un postgrado, mi salario de 7408 pesos al mes no refleja mi dedicación ni mis habilidades.",1286.3716247015159,0.5272727272727272,231.49276585106716,0,0
3809523,recursos humanos,53,5251,postgrado,soltero,30,1,156,50.810489599428685,baja,0,"Con 30 años de experiencia y un postgrado, mi salario de 5251 pesos no refleja mi dedicación y esfuerzo diario.",103.34276836589812,0.5660377358490566,33.660040640765125,0,0
3459540,operaciones,23,5087,primaria,soltero,1,0,137,64.00395614715512,media,0,Me siento frustrado porque el salario de 5087 pesos no refleja el esfuerzo y tiempo que invierto en cada viaje de 137 minutos.,79.47822022257733,0.043478260869565216,37.1311158312713,0,0
3640347,operaciones,54,4427,universidad,soltero,32,0,110,62.968027340055706,alta,0,"Estoy frustrado porque con 32 años de experiencia y un salario de 4427 pesos, siento que mi esfuerzo no está siendo valorado adecuadamente.",70.30440499092651,0.5925925925925926,40.24508868101199,0,0
3781593,finanzas,48,4444,secundaria,viudo,11,1,44,34.318867273983926,alta,0,"Con 11 años de experiencia y un salario de solo 4444 pesos, siento que mi esfuerzo y dedicación no están siendo valorados adecuadamente.",129.48768025594205,0.22916666666666666,100.99770459762279,0,0
3538668,recursos humanos,45,3625,secundaria,divorciado,1,2,114,50.10770797504721,media,1,"Con el salario tan bajo que tengo, apenas me alcanza para vivir y ya estoy considerando renunciar.",72.34271539799335,0.022222222222222223,31.797966684502764,0,0
3750657,finanzas,30,2412,primaria,viudo,7,3,30,96.7904746005045,baja,0,"Con un salario de 2412 pesos al mes, es imposible mantenerme, especialmente con la experiencia y dedicación que aporto a la empresa.",24.919550094212823,0.23333333333333334,80.39732008933035,0,0
3488756,finanzas,28,4967,primaria,soltero,2,0,108,41.84915001423122,alta,0,"Me siento frustrado porque con un salario de 4967 pesos al mes, es difícil cubrir mis gastos básicos, considerando las largas jornadas y distancias que recorro diariamente.",118.68535712084575,0.07142857142857142,45.990314904491626,0,0
3646582,finanzas,51,3687,secundaria,viudo,22,4,21,43.47040871012682,media,0,"Con 22 años de experiencia y un salario de 3687 pesos, siento que mi esfuerzo no está siendo justamente recompensado.",84.81436671595831,0.43137254901960786,175.56306842531308,0,0
3562856,recursos humanos,54,6968,secundaria,viudo,29,0,122,51.01998487233786,alta,0,"Me siento frustrado porque, después de 29 años de experiencia y dedicación, mi salario de 6968 pesos no refleja el esfuerzo y tiempo invertido en cada viaje de 122 minutos en zonas de alta demanda.",136.57125626710223,0.5370370370370371,57.11428594847583,0,0
3893733,finanzas,32,2698,postgrado,soltero,2,0,109,2.072927496549537,media,1,"Es frustrante que con un postgrado y 2 años de experiencia, mi salario mensual sea de solo 2698 pesos por recorrer apenas 2.1 km en cada viaje.",1300.9133658185995,0.0625,24.7520664948028,0,0
3880155,recursos humanos,28,4502,postgrado,divorciado,3,2,120,9.245156708330704,media,0,Me siento frustrado porque mi salario de 4502 pesos no refleja mi nivel educativo de postgrado ni mis 3 años de experiencia como conductor.,486.90500734686213,0.10714285714285714,37.51635403038308,0,0
3552795,operaciones,44,4938,postgrado,casado,20,3,62,79.366325328859,alta,0,"Con 20 años de experiencia y un postgrado, mi salario de 4938 pesos no refleja mi dedicación y esfuerzo diario en zonas de alta demanda.",62.2170393110687,0.45454545454545453,79.64387671166594,0,0
3534076,recursos humanos,58,5294,secundaria,soltero,4,2,84,12.58963462633298,baja,0,"Me siento frustrado porque, con 58 años y 4 años de experiencia, mi salario de 5294 pesos no refleja el esfuerzo y tiempo que invierto en cada viaje.",420.4712595604783,0.06896551724137931,63.02305924929465,0,0
3604697,operaciones,36,5324,primaria,divorciado,5,4,177,8.203537630055159,alta,0,"Con un salario tan bajo y viajes tan largos, es difícil seguir motivado en esta empresa.",648.9092061077191,0.1388888888888889,30.0789261077621,0,0
3731209,finanzas,21,3540,postgrado,casado,0,4,175,98.67731827161636,alta,1,No puedo seguir trabajando por un salario tan bajo considerando mi nivel educativo y el tiempo que paso en la carretera.,35.87414197976091,0.0,20.228455837395213,1,1
3607504,operaciones,41,2499,primaria,casado,16,0,54,75.58444034063523,alta,1,"Con 16 años manejando y ganando solo 2499 pesos, es imposible seguir así; ¿cuándo van a reconocer nuestro esfuerzo?",33.06192288803167,0.3902439024390244,46.276920797763005,1,1
3469870,operaciones,38,4923,primaria,casado,6,2,99,33.69500037289075,media,0,"Con todo respeto, me siento frustrado porque mi salario de 4923 pesos no refleja el esfuerzo que pongo en cada viaje de 99 minutos.",146.10042573363316,0.15789473684210525,49.72677043666226,0,0
3536188,finanzas,32,6849,secundaria,soltero,11,1,157,12.76297371053912,baja,0,"Con 11 años de experiencia y un salario de 6849 pesos, es frustrante que mi esfuerzo no se refleje en mi paga, ¡necesito un aumento ya!",536.5883819037351,0.34375,43.623925962255015,0,0
3623416,finanzas,58,5072,postgrado,divorciado,2,4,101,96.25508229897964,media,0,"Con 58 años y un postgrado, mi salario de 5072 pesos no refleja mi experiencia ni el esfuerzo de viajes largos de 101 minutos.",52.692774096559766,0.034482758620689655,50.21732458094474,0,0
3740160,finanzas,44,2823,universidad,casado,0,4,143,80.40881565364667,media,1,"Con un salario de 2823 pesos al mes, es insostenible seguir trabajando tantas horas y recorriendo largas distancias; necesito una revisión urgente de mi sueldo.",35.10765417196892,0.0,19.741120691463696,1,0
3865916,recursos humanos,40,6175,secundaria,divorciado,21,4,173,55.83157415573076,media,0,"Con 21 años de experiencia y un salario de 6175 pesos, siento que mi esfuerzo y dedicación no están siendo valorados adecuadamente.",110.59851875674599,0.525,35.69343529806186,0,0
3564065,recursos humanos,33,7262,primaria,soltero,14,0,126,69.99558053051767,media,0,"Me siento frustrado porque con 14 años de experiencia y un salario de 7262 pesos, es difícil seguir motivado en estas condiciones.",103.74792518377171,0.42424242424242425,57.63446321854588,0,0
3622502,operaciones,30,7131,primaria,soltero,9,3,161,62.39312718235214,baja,0,Me siento frustrado porque mi salario de 7131 pesos no refleja el esfuerzo y tiempo que invierto en cada viaje de 161 minutos.,114.28960259607521,0.3,44.29165036242011,0,0
3496427,finanzas,55,6185,universidad,casado,7,1,69,58.78195507323633,media,0,"Con 55 años y 7 de experiencia, mi salario de 6185 pesos no refleja mi dedicación; merezco una compensación justa.",105.21757526980825,0.12727272727272726,89.6363820814191,0,0
3577016,finanzas,55,5775,secundaria,divorciado,26,0,170,41.70946536634644,media,0,"Con 26 años de experiencia y un salario de 5775 pesos, siento que mi esfuerzo y dedicación no están siendo justamente valorados.",138.45446099144905,0.4727272727272727,33.970388409479945,0,0
3809151,finanzas,48,4956,postgrado,divorciado,13,2,143,95.03019141590048,baja,0,"Con 13 años de experiencia y un postgrado, mi salario de 4956 pesos al mes no refleja mi dedicación ni mis habilidades.",52.15129818072311,0.2708333333333333,34.6571002999979,0,0
3500990,operaciones,44,2009,primaria,divorciado,23,1,118,17.318591852563095,baja,0,"Con 23 años de experiencia, mi salario de 2009 pesos no refleja mi dedicación y esfuerzo diario en la zona baja.",115.99580504564209,0.5227272727272727,17.02527944678435,0,0
3511813,finanzas,20,4193,secundaria,divorciado,1,0,20,59.818940819861375,alta,0,"Con el salario de 4193 pesos al mes, es difícil mantenerme, considerando que trabajo en una zona alta y tengo que recorrer casi 60 km por viaje.",70.09368351979117,0.05,209.63951802409878,0,0
3732453,finanzas,46,6784,secundaria,divorciado,12,0,107,4.645364895963146,media,0,"Con 12 años de experiencia, mi salario de 6784 pesos no refleja el esfuerzo de viajes de 107 minutos; merezco una revisión.",1460.0661273706835,0.2608695652173913,63.40127662358295,0,0
3450404,operaciones,25,6571,secundaria,divorciado,0,4,104,75.24116419752721,alta,1,Estoy frustrado porque con mi salario actual de 6571 pesos no alcanza para el costo de vida en la zona alta donde trabajo.,87.33135297317713,0.0,63.18208478764627,0,0
3735718,operaciones,56,5636,universidad,viudo,36,1,92,25.48746207257657,media,0,"Con 36 años de experiencia y un salario de apenas 5636 pesos, siento que mi dedicación no está siendo valorada adecuadamente.",221.11965735523367,0.6428571428571429,61.260203693438115,0,0
3488765,finanzas,20,6146,primaria,viudo,0,4,13,23.63563774484281,media,0,"Me siento frustrado porque con mi salario de 6146 pesos apenas puedo cubrir mis necesidades básicas, a pesar de trabajar duro todos los días.",260.02006149715487,0.0,472.73286670256135,0,0
3820463,finanzas,53,5419,primaria,divorciado,30,1,171,48.1448589821124,alta,0,"Con 30 años manejando y un salario de solo 5419 pesos, es frustrante que mi experiencia no se refleje en mi pago.",112.5538128214374,0.5660377358490566,31.689873158636498,0,0
3613121,operaciones,31,3984,universidad,casado,5,3,142,9.752414113199013,baja,0,Estoy frustrado porque mi salario de 3984 pesos no refleja el tiempo y esfuerzo que invierto en viajes de 142 minutos en zonas de baja demanda.,408.4723517079592,0.16129032258064516,28.05614044971514,1,0
3931680,recursos humanos,42,5278,postgrado,soltero,4,4,151,70.70389704182314,alta,0,"Con un salario de 5278 pesos y un postgrado, me siento frustrado al trabajar largas horas en una zona alta sin una compensación justa.",74.64829482571729,0.09523809523809523,34.95341090456355,0,0
3531317,finanzas,53,3329,secundaria,soltero,33,1,39,55.92674524568034,media,0,"Con 33 años de experiencia y un salario de apenas 3329 pesos, siento que mi esfuerzo no está siendo valorado adecuadamente.",59.52322921970684,0.6226415094339622,85.356785723443,0,0
3787889,operaciones,57,3358,secundaria,viudo,29,1,60,70.06654527785287,alta,1,"Con 29 años de experiencia y un salario de 3358 pesos, es frustrante seguir trabajando en una zona de alta demanda sin una compensación justa.",47.925184001863485,0.5087719298245614,55.96573390443493,0,1
3767623,finanzas,36,7449,universidad,divorciado,16,3,93,46.45443986758787,alta,0,"Con 16 años de experiencia y un título universitario, mi salario de 7449 pesos no refleja el esfuerzo y la calidad de mi trabajo en zonas de alta demanda.",160.3472062955795,0.4444444444444444,80.09591294717261,0,0
3726532,recursos humanos,21,6300,secundaria,casado,1,2,52,24.774416259041114,baja,0,"Estoy frustrado porque con mi salario de 6300 pesos no alcanza para mantener a mi familia, a pesar de trabajar duro todos los días.",254.2843249990194,0.047619047619047616,121.1515163169939,0,0
3860360,finanzas,42,5445,universidad,viudo,15,3,113,69.95364515648082,baja,0,"Con 15 años de experiencia y un título universitario, mi salario de 5445 pesos no refleja mi dedicación y esfuerzo diario.",77.83614637484239,0.35714285714285715,48.18541428836913,0,0
3664879,operaciones,22,2666,secundaria,casado,0,1,70,20.036612862058405,alta,1,"Estoy frustrado porque con un salario de 2666 pesos y sin experiencia previa, es difícil mantener a mi familia trabajando en una zona de alto riesgo.",133.04978084730445,0.0,38.08517021185411,1,1
3930260,finanzas,37,6699,postgrado,soltero,9,4,31,9.781550841948505,alta,0,"Con todo respeto, con mi experiencia y nivel educativo, mi salario de 6699 pesos no refleja el costo de vida en la zona alta donde trabajo.",684.7907164738724,0.24324324324324326,216.08980355472403,0,0
3816824,operaciones,31,4393,universidad,viudo,1,0,87,33.679851817705384,baja,0,"Me frustra que con un salario de 4393 pesos al mes, no se valore mi esfuerzo en recorridos de 87 minutos y 33.7 km en zonas bajas.",130.4301929112934,0.03225806451612903,50.49367248652314,0,0
3473321,operaciones,41,4286,secundaria,divorciado,10,4,90,28.41088716657317,alta,0,"Con 10 años de experiencia y un salario de 4286 pesos, es frustrante que mi esfuerzo en zonas de alta demanda no se refleje en una mejor compensación.",150.85235186497982,0.24390243902439024,47.62169309229897,0,0
3839744,operaciones,54,3276,primaria,viudo,14,1,37,37.52245031740747,alta,1,No puedo seguir con este salario tan bajo después de 14 años de experiencia; es frustrante.,87.30540428155228,0.25925925925925924,88.53814761763196,0,1
3597820,recursos humanos,45,6621,secundaria,casado,26,2,16,69.02938503492977,media,0,"Con 26 años de experiencia, me parece injusto que mi salario mensual sea solo de 6621 pesos; merezco una compensación acorde a mi trayectoria.",95.9142846537758,0.5777777777777777,413.78663833510404,0,0
3898874,recursos humanos,37,3906,universidad,casado,14,0,128,38.351132147357646,alta,1,"Con 14 años de experiencia y un salario de 3906 pesos, es frustrante que no se valore mi dedicación en una zona de alta demanda.",101.84570664786658,0.3783783783783784,30.515386598542197,1,1
3697736,finanzas,36,7350,secundaria,viudo,11,0,154,34.949759563547765,media,0,"Con 11 años de experiencia y un salario de solo 7350 pesos, siento que mi dedicación no está siendo valorada como debería.",210.2958588535442,0.3055555555555556,47.72696281192979,0,0
3457561,recursos humanos,22,2232,primaria,divorciado,0,1,120,58.83574898670276,media,1,No puedo seguir trabajando por un salario tan bajo después de recorrer tantos kilómetros todos los días.,37.93547465554967,0.0,18.599845001291655,0,0
3462910,operaciones,27,6007,postgrado,divorciado,0,3,92,38.49848996917765,alta,1,"Estoy frustrado porque con un salario de 6007 pesos y mi nivel educativo, no puedo seguir trabajando en una zona alta con estas condiciones.",156.02804101584596,0.0,65.2927685568635,0,0
3927875,finanzas,45,3761,universidad,casado,26,2,118,33.70449964681048,baja,0,"Con 26 años de experiencia y un título universitario, mi salario de 3761 pesos no refleja mi dedicación y esfuerzo diario.",111.58416399134732,0.5777777777777777,31.87261124905721,1,0
3828292,recursos humanos,41,4324,primaria,soltero,5,3,103,19.47013538107927,baja,0,"Con 5 años manejando y ganando solo 4324 pesos al mes, siento que mi esfuerzo no se valora.",222.07230936321105,0.12195121951219512,41.98017494975777,0,0
3594990,recursos humanos,43,4870,universidad,divorciado,8,2,40,41.62928587197649,media,0,"Estoy frustrado porque con mi experiencia y nivel educativo, mi salario de 4870 pesos no refleja el esfuerzo y tiempo que dedico diariamente.",116.98214167869192,0.18604651162790697,121.74695632609185,0,0
